timestamp;measurement_desc;pi_value1;plant_name
2018-11-15 06:00:00;saida_lavadora_fosforo_ppm;14.80;Primavera do Leste
2018-12-06 08:30:00;saida_lavadora_fosforo_ppm;92.06;Primavera do Leste
2019-07-27 16:00:00;saida_lavadora_fosforo_ppm;5.20;Primavera do Leste
2018-11-01 21:00:00;desodorizado_fosforo_ppm;3.37;Primavera do Leste
2018-11-03 08:00:00;desodorizado_fosforo_ppm;3.27;Primavera do Leste
2018-11-03 16:00:00;desodorizado_fosforo_ppm;1.19;Primavera do Leste
2018-11-05 08:00:00;desodorizado_fosforo_ppm;1.42;Primavera do Leste
2018-11-07 08:00:00;desodorizado_fosforo_ppm;2.36;Primavera do Leste
2018-11-08 08:00:00;desodorizado_fosforo_ppm;1.20;Primavera do Leste
2018-11-09 00:00:00;desodorizado_fosforo_ppm;1.89;Primavera do Leste
2018-11-10 08:00:00;desodorizado_fosforo_ppm;3.30;Primavera do Leste
2018-11-10 20:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2018-11-11 08:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2018-11-11 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2018-11-12 00:00:00;desodorizado_fosforo_ppm;0.70;Primavera do Leste
2018-11-12 08:00:00;desodorizado_fosforo_ppm;1.55;Primavera do Leste
2018-11-12 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2018-11-13 00:00:00;desodorizado_fosforo_ppm;1.10;Primavera do Leste
2018-11-13 16:00:00;desodorizado_fosforo_ppm;1.57;Primavera do Leste
2018-11-14 00:00:00;desodorizado_fosforo_ppm;1.22;Primavera do Leste
2018-11-14 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2018-11-15 00:00:00;desodorizado_fosforo_ppm;1.36;Primavera do Leste
2018-11-15 07:00:00;desodorizado_fosforo_ppm;5.27;Primavera do Leste
2018-11-15 16:00:00;desodorizado_fosforo_ppm;3.50;Primavera do Leste
2018-11-16 00:00:00;desodorizado_fosforo_ppm;1.57;Primavera do Leste
2018-11-16 16:00:00;desodorizado_fosforo_ppm;1.38;Primavera do Leste
2018-11-17 00:00:00;desodorizado_fosforo_ppm;3.31;Primavera do Leste
2018-11-17 08:00:00;desodorizado_fosforo_ppm;2.66;Primavera do Leste
2018-11-17 16:00:00;desodorizado_fosforo_ppm;1.44;Primavera do Leste
2018-11-18 12:00:00;desodorizado_fosforo_ppm;3.04;Primavera do Leste
2018-11-18 16:00:00;desodorizado_fosforo_ppm;1.21;Primavera do Leste
2018-11-19 00:00:00;desodorizado_fosforo_ppm;1.48;Primavera do Leste
2018-11-19 08:00:00;desodorizado_fosforo_ppm;6.43;Primavera do Leste
2018-12-06 16:00:00;desodorizado_fosforo_ppm;9.85;Primavera do Leste
2018-12-07 00:00:00;desodorizado_fosforo_ppm;1.62;Primavera do Leste
2018-12-07 16:00:00;desodorizado_fosforo_ppm;1.36;Primavera do Leste
2018-12-08 16:00:00;desodorizado_fosforo_ppm;1.59;Primavera do Leste
2018-12-09 00:00:00;desodorizado_fosforo_ppm;2.60;Primavera do Leste
2018-12-09 16:00:00;desodorizado_fosforo_ppm;1.93;Primavera do Leste
2018-12-10 00:00:00;desodorizado_fosforo_ppm;2.57;Primavera do Leste
2018-12-10 16:00:00;desodorizado_fosforo_ppm;1.55;Primavera do Leste
2018-12-11 00:00:00;desodorizado_fosforo_ppm;2.62;Primavera do Leste
2018-12-11 16:00:00;desodorizado_fosforo_ppm;2.67;Primavera do Leste
2018-12-12 00:00:00;desodorizado_fosforo_ppm;2.82;Primavera do Leste
2018-12-12 16:00:00;desodorizado_fosforo_ppm;2.31;Primavera do Leste
2018-12-12 02:00:00;desodorizado_fosforo_ppm;1.61;Primavera do Leste
2018-12-13 08:00:00;desodorizado_fosforo_ppm;3.27;Primavera do Leste
2018-12-13 16:00:00;desodorizado_fosforo_ppm;3.68;Primavera do Leste
2018-12-14 00:00:00;desodorizado_fosforo_ppm;2.63;Primavera do Leste
2018-12-14 08:00:00;desodorizado_fosforo_ppm;4.35;Primavera do Leste
2018-12-14 11:00:00;desodorizado_fosforo_ppm;5.09;Primavera do Leste
2018-12-14 01:00:00;desodorizado_fosforo_ppm;1.55;Primavera do Leste
2018-12-15 08:00:00;desodorizado_fosforo_ppm;2.13;Primavera do Leste
2018-12-16 08:00:00;desodorizado_fosforo_ppm;1.73;Primavera do Leste
2018-12-17 00:00:00;desodorizado_fosforo_ppm;1.92;Primavera do Leste
2018-12-17 08:00:00;desodorizado_fosforo_ppm;1.29;Primavera do Leste
2018-12-17 16:00:00;desodorizado_fosforo_ppm;1.21;Primavera do Leste
2018-12-18 08:00:00;desodorizado_fosforo_ppm;1.27;Primavera do Leste
2018-12-18 16:00:00;desodorizado_fosforo_ppm;1.03;Primavera do Leste
2018-12-19 08:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2018-12-19 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2018-12-20 00:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2018-12-21 08:00:00;desodorizado_fosforo_ppm;3.66;Primavera do Leste
2018-12-21 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2018-12-22 00:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2018-12-22 08:00:00;desodorizado_fosforo_ppm;2.95;Primavera do Leste
2018-12-22 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2018-12-23 00:00:00;desodorizado_fosforo_ppm;1.46;Primavera do Leste
2018-12-23 08:00:00;desodorizado_fosforo_ppm;1.82;Primavera do Leste
2018-12-24 00:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2018-12-24 08:00:00;desodorizado_fosforo_ppm;2.41;Primavera do Leste
2018-12-25 00:00:00;desodorizado_fosforo_ppm;2.30;Primavera do Leste
2018-12-26 08:00:00;desodorizado_fosforo_ppm;4.05;Primavera do Leste
2018-12-26 16:00:00;desodorizado_fosforo_ppm;2.34;Primavera do Leste
2018-12-27 08:00:00;desodorizado_fosforo_ppm;3.20;Primavera do Leste
2018-12-29 16:00:00;desodorizado_fosforo_ppm;6.00;Primavera do Leste
2018-12-30 00:00:00;desodorizado_fosforo_ppm;3.40;Primavera do Leste
2018-12-30 08:00:00;desodorizado_fosforo_ppm;3.85;Primavera do Leste
2018-12-30 16:00:00;desodorizado_fosforo_ppm;2.91;Primavera do Leste
2018-12-31 00:00:00;desodorizado_fosforo_ppm;3.24;Primavera do Leste
2018-12-31 16:00:00;desodorizado_fosforo_ppm;2.87;Primavera do Leste
2018-12-31 21:00:00;desodorizado_fosforo_ppm;1.71;Primavera do Leste
2019-01-01 08:00:00;desodorizado_fosforo_ppm;3.52;Primavera do Leste
2019-01-01 16:00:00;desodorizado_fosforo_ppm;1.47;Primavera do Leste
2019-01-02 00:00:00;desodorizado_fosforo_ppm;2.06;Primavera do Leste
2019-01-02 08:00:00;desodorizado_fosforo_ppm;1.37;Primavera do Leste
2019-01-02 16:00:00;desodorizado_fosforo_ppm;1.62;Primavera do Leste
2019-01-03 00:00:00;desodorizado_fosforo_ppm;1.09;Primavera do Leste
2018-02-03 08:00:00;desodorizado_fosforo_ppm;1.84;Primavera do Leste
2018-02-03 16:00:00;desodorizado_fosforo_ppm;1.84;Primavera do Leste
2019-01-04 00:00:00;desodorizado_fosforo_ppm;1.59;Primavera do Leste
2019-01-04 08:00:00;desodorizado_fosforo_ppm;2.25;Primavera do Leste
2019-01-04 16:00:00;desodorizado_fosforo_ppm;1.24;Primavera do Leste
2019-01-05 00:00:00;desodorizado_fosforo_ppm;1.72;Primavera do Leste
2019-01-05 08:00:00;desodorizado_fosforo_ppm;1.61;Primavera do Leste
2019-01-05 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-01-06 00:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-01-06 08:00:00;desodorizado_fosforo_ppm;1.03;Primavera do Leste
2019-01-06 16:00:00;desodorizado_fosforo_ppm;1.08;Primavera do Leste
2019-01-07 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-01-08 08:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-01-08 16:00:00;desodorizado_fosforo_ppm;1.79;Primavera do Leste
2019-01-09 08:00:00;desodorizado_fosforo_ppm;1.46;Primavera do Leste
2019-01-09 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-01-10 00:00:00;desodorizado_fosforo_ppm;2.62;Primavera do Leste
2019-01-10 08:00:00;desodorizado_fosforo_ppm;2.64;Primavera do Leste
2019-01-10 16:00:00;desodorizado_fosforo_ppm;2.15;Primavera do Leste
2019-01-11 00:00:00;desodorizado_fosforo_ppm;2.61;Primavera do Leste
2019-01-11 08:00:00;desodorizado_fosforo_ppm;2.79;Primavera do Leste
2019-01-11 16:00:00;desodorizado_fosforo_ppm;2.58;Primavera do Leste
2019-01-12 00:00:00;desodorizado_fosforo_ppm;3.14;Primavera do Leste
2019-01-12 08:00:00;desodorizado_fosforo_ppm;3.70;Primavera do Leste
2019-01-12 16:00:00;desodorizado_fosforo_ppm;2.68;Primavera do Leste
2019-01-13 00:00:00;desodorizado_fosforo_ppm;2.62;Primavera do Leste
2019-01-13 08:00:00;desodorizado_fosforo_ppm;2.04;Primavera do Leste
2019-01-13 16:00:00;desodorizado_fosforo_ppm;3.51;Primavera do Leste
2019-01-14 00:00:00;desodorizado_fosforo_ppm;3.50;Primavera do Leste
2019-01-14 08:00:00;desodorizado_fosforo_ppm;7.90;Primavera do Leste
2019-01-14 16:00:00;desodorizado_fosforo_ppm;3.31;Primavera do Leste
2019-01-15 00:00:00;desodorizado_fosforo_ppm;6.99;Primavera do Leste
2019-01-15 08:00:00;desodorizado_fosforo_ppm;3.43;Primavera do Leste
2019-01-15 16:00:00;desodorizado_fosforo_ppm;3.56;Primavera do Leste
2019-01-16 00:00:00;desodorizado_fosforo_ppm;2.43;Primavera do Leste
2019-01-17 08:00:00;desodorizado_fosforo_ppm;5.62;Primavera do Leste
2019-01-18 00:00:00;desodorizado_fosforo_ppm;2.23;Primavera do Leste
2019-01-18 08:00:00;desodorizado_fosforo_ppm;8.15;Primavera do Leste
2019-01-19 00:00:00;desodorizado_fosforo_ppm;4.15;Primavera do Leste
2019-01-19 08:00:00;desodorizado_fosforo_ppm;9.56;Primavera do Leste
2019-01-20 08:00:00;desodorizado_fosforo_ppm;3.35;Primavera do Leste
2019-01-21 08:00:00;desodorizado_fosforo_ppm;1.45;Primavera do Leste
2019-01-21 16:00:00;desodorizado_fosforo_ppm;1.64;Primavera do Leste
2018-01-22 08:00:00;desodorizado_fosforo_ppm;1.96;Primavera do Leste
2019-01-22 16:00:00;desodorizado_fosforo_ppm;5.00;Primavera do Leste
2019-01-23 00:00:00;desodorizado_fosforo_ppm;4.95;Primavera do Leste
2019-01-23 17:00:00;desodorizado_fosforo_ppm;1.44;Primavera do Leste
2019-01-24 08:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-01-24 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-01-25 08:00:00;desodorizado_fosforo_ppm;1.06;Primavera do Leste
2019-01-25 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-01-26 00:00:00;desodorizado_fosforo_ppm;1.50;Primavera do Leste
2019-01-26 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-01-27 00:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-01-27 16:00:00;desodorizado_fosforo_ppm;1.26;Primavera do Leste
2019-01-28 00:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-01-28 16:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-01-29 00:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-01-29 08:00:00;desodorizado_fosforo_ppm;1.00;Primavera do Leste
2019-01-29 16:00:00;desodorizado_fosforo_ppm;2.88;Primavera do Leste
